Year,Round,College,College Code,Branch,Category,Closing Rank
2020,Round 2020,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,3BR,153280
2020,1st,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,2AR,138001
2020,1st,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,3BG,96490
2020,1st,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,2BK,141416
2020,1st,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,3AK,120634
2019,3rd,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,2AK,82052
2018,3rd,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,3AR,37542
2018,1st,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,3AG,34516
2017,3rd,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,GMR,68472
2017,3rd,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,3BK,33933
2017,3rd,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,GM,27344
2017,3rd,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,GMK,31248
2017,2nd,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,2BH,31519
2017,2nd,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,GMKH,28922
2017,2nd,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,STH,31967
2017,2nd,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,STKH,68713
2016,3rd,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,SCG,68395
2016,3rd,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,SCK,39327
2015,3rd,BASAVESHWARA ENGINEERING COLLEGE,E031,MECHANICAL ENGINEERING,SCR,48017
2024,Round 2024,BEARYS INSTITUTE OF TECHNOLOGY,E180,AD ARTIFICIAL,2AG,124378
2024,Round 2024,BEARYS INSTITUTE OF TECHNOLOGY,E180,AD ARTIFICIAL,2BK,94601
2024,1st,BEARYS INSTITUTE OF TECHNOLOGY,E180,AD ARTIFICIAL,2BR,93773
2024,1st,BEARYS INSTITUTE OF TECHNOLOGY,E180,AD ARTIFICIAL,3AK,95833
2023,Round 2023,BEARYS INSTITUTE OF TECHNOLOGY,E180,AD ARTIFICIAL,2AK,105659
2023,Round 2023,BEARYS INSTITUTE OF TECHNOLOGY,E180,AD ARTIFICIAL,1K,104982
2023,2nd,BEARYS INSTITUTE OF TECHNOLOGY,E180,AD ARTIFICIAL,GM,90955
2022,1st,BEARYS INSTITUTE OF TECHNOLOGY,E180,AD ARTIFICIAL,3AR,93841
2023,Round 2023,BEARYS INSTITUTE OF TECHNOLOGY,E180,CIVIL ENGINEERING,GMK,196928
2016,3rd,BEARYS INSTITUTE OF TECHNOLOGY,E180,CIVIL ENGINEERING,GMR,127564
2016,1st,BEARYS INSTITUTE OF TECHNOLOGY,E180,CIVIL ENGINEERING,1R,98395
2016,1st,BEARYS INSTITUTE OF TECHNOLOGY,E180,CIVIL ENGINEERING,2BG,96468
2016,1st,BEARYS INSTITUTE OF TECHNOLOGY,E180,CIVIL ENGINEERING,3AG,97158
2016,1st,BEARYS INSTITUTE OF TECHNOLOGY,E180,CIVIL ENGINEERING,3BG,94074
2016,1st,BEARYS INSTITUTE OF TECHNOLOGY,E180,CIVIL ENGINEERING,3BK,99609
2024,Round 2024,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,GMK,87427
2024,Round 2024,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,SCG,184947
2024,Round 2024,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,1K,127739
2024,Round 2024,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,2BG,78682
2024,Round 2024,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,2BR,99876
2024,Round 2024,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,3AR,94810
2024,Round 2024,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,3BR,77440
2023,Round 2023,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,3AG,64290
2023,Round 2023,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,1R,88819
2023,Round 2023,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,2AK,74780
2023,Round 2023,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,2BK,59838
2023,Round 2023,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,3AK,98623
2023,Round 2023,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,3BG,66446
2023,Round 2023,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,3BK,95478
2023,Round 2023,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,GM,48225
2023,Round 2023,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,GMR,63632
2023,3rd,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,SCK,163159
2023,2nd,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,SCR,156411
2022,1st,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,STG,96158
2021,2nd,BEARYS INSTITUTE OF TECHNOLOGY,E180,COMPUTER SCIENCE AND ENGINEERING,2AR,106121
2021,Round 2021,BEARYS INSTITUTE OF TECHNOLOGY,E180,ELECTRONICS AND COMMUNICATION ENGINEERING,2BG,175315
2020,Round 2020,BEARYS INSTITUTE OF TECHNOLOGY,E180,ELECTRONICS AND COMMUNICATION ENGINEERING,GMR,98942
2022,Round 2022,BEARYS INSTITUTE OF TECHNOLOGY,E180,MECHANICAL ENGINEERING,GMK,154801
2016,3rd,BEARYS INSTITUTE OF TECHNOLOGY,E180,MECHANICAL ENGINEERING,GMR,123525
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,AD ARTIFICIAL,GM,34681
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,AD ARTIFICIAL,2AK,37341
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,AD ARTIFICIAL,2BG,38983
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,AD ARTIFICIAL,3AG,36111
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,AD ARTIFICIAL,3BG,35596
2024,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,AD ARTIFICIAL,2BR,46893
2024,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,AD ARTIFICIAL,3AR,46822
2024,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,AD ARTIFICIAL,3BR,40116
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,AD ARTIFICIAL,1K,44286
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,AD ARTIFICIAL,2AG,46724
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,AD ARTIFICIAL,2AR,58607
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,AD ARTIFICIAL,GMK,38528
2023,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,AD ARTIFICIAL,2BK,53071
2023,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,AD ARTIFICIAL,3AK,46230
2023,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,AD ARTIFICIAL,3BK,46061
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,1K,40165
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,2AG,54888
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,3AG,34956
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,3BG,34053
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,3BR,39319
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,GMR,153459
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,GM,37811
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,2AK,43465
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,2BK,47532
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,3AR,49674
2023,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,GMK,163058
2022,Round 2022,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,SCR,74386
2022,Round 2022,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,2BG,109461
2022,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,3AK,74878
2022,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,SCG,76352
2022,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,ARTIFICIAL INTELLIGENCE,STG,150107
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD,2AR,49176
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD,2BK,56927
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD,3AR,79405
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD,3BK,42298
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD,GMK,42205
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD,SCG,53793
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD,1R,52470
2024,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD,3AK,82245
2024,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD,3BR,78559
2024,2nd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD,2AK,80557
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD COMPUTER SC,2AK,72853
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD COMPUTER SC,3BK,66522
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD COMPUTER SC,GM,126300
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD COMPUTER SC,SCG,179099
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD COMPUTER SC,1K,73228
2023,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD COMPUTER SC,GMR,154126
2023,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD COMPUTER SC,SCR,199144
2023,1st,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD COMPUTER SC,2AG,195376
2023,1st,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD COMPUTER SC,3BG,53234
2023,1st,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD COMPUTER SC,3BR,96323
2022,Round 2022,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD COMPUTER SC,2BG,85017
2022,Round 2022,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD COMPUTER SC,3AR,91234
2022,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD COMPUTER SC,2BK,83875
2022,2nd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD COMPUTER SC,SCK,100790
2022,2nd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CD COMPUTER SC,GMK,97734
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CIVIL ENGINEERING,2BG,72573
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CIVIL ENGINEERING,GM,28769
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CIVIL ENGINEERING,2AK,37361
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CIVIL ENGINEERING,3AG,29104
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CIVIL ENGINEERING,3BG,30242
2023,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CIVIL ENGINEERING,1K,64519
2022,Round 2022,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CIVIL ENGINEERING,2AG,82667
2022,Round 2022,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CIVIL ENGINEERING,2BR,94052
2022,Round 2022,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CIVIL ENGINEERING,3AR,43625
2022,Round 2022,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CIVIL ENGINEERING,3BR,33930
2022,Round 2022,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CIVIL ENGINEERING,GMR,61827
2022,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CIVIL ENGINEERING,SCG,72412
2022,1st,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,CIVIL ENGINEERING,GMK,72412
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,COMPUTER SCIENCE AND ENGINEERING,2BR,29264
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,COMPUTER SCIENCE AND ENGINEERING,3AK,75971
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,COMPUTER SCIENCE AND ENGINEERING,3BG,36106
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,COMPUTER SCIENCE AND ENGINEERING,GM,24018
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,COMPUTER SCIENCE AND ENGINEERING,1R,30610
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,COMPUTER SCIENCE AND ENGINEERING,2AR,30017
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,COMPUTER SCIENCE AND ENGINEERING,SCG,75655
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,COMPUTER SCIENCE AND ENGINEERING,1K,33610
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,COMPUTER SCIENCE AND ENGINEERING,2AK,24856
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,COMPUTER SCIENCE AND ENGINEERING,2BG,36328
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,COMPUTER SCIENCE AND ENGINEERING,3BR,20313
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,COMPUTER SCIENCE AND ENGINEERING,GMK,28067
2023,Round 2023,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,COMPUTER SCIENCE AND ENGINEERING,3AR,21231
2022,Round 2022,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,COMPUTER SCIENCE AND ENGINEERING,3AG,26867
2022,Round 2022,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,COMPUTER SCIENCE AND ENGINEERING,GMR,140699
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,IE,GMK,34494
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,IE,SCG,39789
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,IE,1R,45096
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,IE,2AR,38700
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,IE,2BK,55653
2024,Round 2024,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,IE,3AK,34699
2024,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,IE,2BR,119563
2024,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,IE,3AR,60859
2024,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,IE,3BR,59659
2024,3rd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,IE,GMR,57609
2024,2nd,BGS COLLEGE OF ENGINEERING AND TECHNOLOGY,E286,IE,3BK,45439
2024,Round 2024,BHARATESH INSTITUTE OF TECHNOLOGY,E304,ARTIFICIAL INTELLIGENCE,1K,107237
2024,Round 2024,BHARATESH INSTITUTE OF TECHNOLOGY,E304,ARTIFICIAL INTELLIGENCE,2AK,111047
2024,Round 2024,BHARATESH INSTITUTE OF TECHNOLOGY,E304,ARTIFICIAL INTELLIGENCE,2BG,97740
2024,Round 2024,BHARATESH INSTITUTE OF TECHNOLOGY,E304,ARTIFICIAL INTELLIGENCE,3AG,91982
2024,Round 2024,BHARATESH INSTITUTE OF TECHNOLOGY,E304,ARTIFICIAL INTELLIGENCE,3BK,88982
2024,2nd,BHARATESH INSTITUTE OF TECHNOLOGY,E304,ARTIFICIAL INTELLIGENCE,2AG,152447
2024,Round 2024,BHARATESH INSTITUTE OF TECHNOLOGY,E304,CIVIL ENGINEERING,2BG,118615
2024,Round 2024,BHARATESH INSTITUTE OF TECHNOLOGY,E304,COMPUTER SCIENCE AND ENGINEERING,1K,107141
2024,Round 2024,BHARATESH INSTITUTE OF TECHNOLOGY,E304,COMPUTER SCIENCE AND ENGINEERING,2BG,114696
2024,Round 2024,BHARATESH INSTITUTE OF TECHNOLOGY,E304,COMPUTER SCIENCE AND ENGINEERING,2BK,92969
2024,Round 2024,BHARATESH INSTITUTE OF TECHNOLOGY,E304,COMPUTER SCIENCE AND ENGINEERING,3AG,97562
2024,1st,BHARATESH INSTITUTE OF TECHNOLOGY,E304,COMPUTER SCIENCE AND ENGINEERING,2BR,92969
2024,1st,BHARATESH INSTITUTE OF TECHNOLOGY,E304,COMPUTER SCIENCE AND ENGINEERING,3AK,99133
2024,Round 2024,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,ARTIFICIAL INTELLIGENCE,2AK,107670
2024,Round 2024,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,ARTIFICIAL INTELLIGENCE,3BK,80831
2024,Round 2024,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,ARTIFICIAL INTELLIGENCE,GM,93770
2024,1st,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,ARTIFICIAL INTELLIGENCE,2BG,99724
2024,1st,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,ARTIFICIAL INTELLIGENCE,GMR,93770
2023,Round 2023,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,ARTIFICIAL INTELLIGENCE,3AK,63751
2023,3rd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,ARTIFICIAL INTELLIGENCE,3BR,72121
2023,3rd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,ARTIFICIAL INTELLIGENCE,2AG,178275
2023,2nd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,ARTIFICIAL INTELLIGENCE,2BK,98580
2022,Round 2022,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,ARTIFICIAL INTELLIGENCE,3AG,113767
2022,Round 2022,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,ARTIFICIAL INTELLIGENCE,3AR,73141
2022,3rd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,ARTIFICIAL INTELLIGENCE,GMK,69811
2021,Round 2021,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,ARTIFICIAL INTELLIGENCE,1K,99394
2021,2nd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,BS B SC (HONOURS),GMK,181714
2019,3rd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CH,GMR,129542
2018,3rd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CH,SCK,86519
2018,1st,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CH,STR,75903
2017,3rd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CH,2AR,77398
2017,3rd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CH,GMK,73401
2017,3rd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CH,SCG,86171
2017,3rd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CH,STK,77149
2017,2nd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CH,STH,93828
2017,2nd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CH,2BRH,73226
2017,2nd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CH,SCH,71289
2016,3rd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CH,3BK,81268
2024,Round 2024,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CHEMICAL ENGINEERING,3AK,132724
2024,Round 2024,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CHEMICAL ENGINEERING,GMK,68535
2024,2nd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CHEMICAL ENGINEERING,3BG,191431
2024,2nd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CHEMICAL ENGINEERING,GM,101978
2023,Round 2023,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CHEMICAL ENGINEERING,2BK,113368
2023,2nd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CHEMICAL ENGINEERING,2AK,191418
2023,2nd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CHEMICAL ENGINEERING,3BK,160330
2023,2nd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CHEMICAL ENGINEERING,SCG,157024
2023,1st,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CHEMICAL ENGINEERING,3AG,143602
2023,1st,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CHEMICAL ENGINEERING,3BR,123131
2022,Round 2022,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CHEMICAL ENGINEERING,SCK,151130
2021,Round 2021,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CHEMICAL ENGINEERING,1K,120289
2024,Round 2024,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,2AK,197089
2022,Round 2022,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,GMK,171541
2021,Round 2021,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,1K,98381
2021,Round 2021,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,3BK,92783
2019,3rd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,GMR,140253
2018,1st,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,2AR,141516
2018,1st,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,2BK,94673
2017,3rd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,1R,101077
2017,3rd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,3BR,107541
2017,2nd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,1RH,113575
2017,2nd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,2BKH,97148
2017,2nd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,3BKH,98102
2017,1st,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,3BG,76481
2017,1st,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,SCK,78187
2016,3rd,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,2AG,93015
2016,1st,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,2BG,81341
2016,1st,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,GM,64227
2016,1st,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,CIVIL ENGINEERING,SCR,72662
2024,Round 2024,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,COMPUTER SCIENCE AND ENGINEERING,3BR,84772
2024,Round 2024,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,COMPUTER SCIENCE AND ENGINEERING,GM,101477
2024,Round 2024,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,COMPUTER SCIENCE AND ENGINEERING,GMK,73933
2024,Round 2024,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,COMPUTER SCIENCE AND ENGINEERING,SCG,112496
2024,Round 2024,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,COMPUTER SCIENCE AND ENGINEERING,1K,131735
2024,Round 2024,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,E044,COMPUTER SCIENCE AND ENGINEERING,2AK,80544
