Year,Round,College,College Code,Branch,Category,Closing Rank
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRICAL AND ELECTRONICS ENGINEERING,GM,40057
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRICAL AND ELECTRONICS ENGINEERING,1R,46316
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRICAL AND ELECTRONICS ENGINEERING,2AR,58595
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRICAL AND ELECTRONICS ENGINEERING,2BG,61460
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRICAL AND ELECTRONICS ENGINEERING,2BK,58613
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRICAL AND ELECTRONICS ENGINEERING,3AK,41315
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRICAL AND ELECTRONICS ENGINEERING,3BK,45787
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRICAL AND ELECTRONICS ENGINEERING,SCG,64093
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRICAL AND ELECTRONICS ENGINEERING,GMK,33586
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRICAL AND ELECTRONICS ENGINEERING,GMR,26569
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRICAL AND ELECTRONICS ENGINEERING,3BG,25339
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRICAL AND ELECTRONICS ENGINEERING,SCR,90530
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRICAL AND ELECTRONICS ENGINEERING,2BR,56609
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRICAL AND ELECTRONICS ENGINEERING,3AG,24228
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRICAL AND ELECTRONICS ENGINEERING,2AK,31231
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,GM,57862
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,GMK,70881
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,2AK,74328
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,2BG,61517
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,2BK,42811
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,3AG,46199
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,3AK,48305
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,3BG,47733
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,3BK,41285
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,1K,54964
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,1R,60866
2024,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,2AR,71060
2024,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,2BR,77472
2024,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,3AR,57910
2023,Round 2023,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,GMR,62668
2023,Round 2023,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,2AG,65496
2023,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,3BR,62242
2022,Round 2022,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,SCG,134611
2021,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,SCK,172603
2017,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,STG,70402
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,2BH,43985
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,2BKH,59877
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,SCH,62406
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,STK,70402
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ELECTRONICS AND COMMUNICATION ENGINEERING,SCR,36632
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,IE,2AG,58218
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,IE,2AK,42771
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,IE,2BK,26834
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,IE,3AK,26146
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,IE,3BK,25062
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,IE,GM,55404
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,IE,1R,42993
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,IE,3BR,24282
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,IE,3BG,26174
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,1K,104434
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,2BR,88782
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,3AR,86289
2024,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,3BK,97121
2023,Round 2023,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,2AK,142766
2023,Round 2023,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,3AK,141048
2023,Round 2023,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,2BK,143229
2023,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,3BG,145345
2023,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,3AG,150168
2020,Round 2020,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,GM,74905
2020,Round 2020,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,GMR,91120
2020,Round 2020,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,2BG,92526
2020,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,SCK,91422
2018,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,3BR,109120
2018,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,GMK,66559
2018,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,2AG,83238
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,1R,30699
2017,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,2AR,54518
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,2AKH,23124
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,SCH,19405
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MECHANICAL ENGINEERING,STKH,77776
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MN MINING,3BK,88294
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MN MINING,2AK,74890
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MN MINING,2BK,87116
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MN MINING,3AK,88048
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MN MINING,1K,81172
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MN MINING,GMK,64591
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MN MINING,SCG,89243
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MN MINING,SCR,91904
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MN MINING,GM,125356
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MN MINING,2AG,97193
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MN MINING,2BG,77487
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MN MINING,3AG,65663
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MN MINING,3BG,79814
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MN MINING,3BR,85711
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MN MINING,GMR,89173
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MS MANUFACTURING,SCK,89693
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MS MANUFACTURING,2AK,57842
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MS MANUFACTURING,2BR,52881
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MS MANUFACTURING,3AR,57317
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MS MANUFACTURING,3BR,51652
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MS MANUFACTURING,GMK,53286
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MS MANUFACTURING,GMR,114129
2016,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MS MANUFACTURING,2BK,83539
2016,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MS MANUFACTURING,3AK,57279
2016,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MS MANUFACTURING,3BK,65714
2016,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MS MANUFACTURING,SCG,82777
2016,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MS MANUFACTURING,SCR,57191
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MT,3AG,56169
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MT,3BG,56758
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,MT,GM,51756
2024,Round 2024,ACHARYA N R V SCHOOL OF ARCHITECTURE,E190,ELECTRONICS AND COMMUNICATION ENGINEERING,3AK,368
2024,Round 2024,ACHARYA N R V SCHOOL OF ARCHITECTURE,E190,ELECTRONICS AND COMMUNICATION ENGINEERING,3BK,420
2024,Round 2024,ACHARYA N R V SCHOOL OF ARCHITECTURE,E190,ELECTRONICS AND COMMUNICATION ENGINEERING,GMK,315
2024,Round 2024,ACHARYA N R V SCHOOL OF ARCHITECTURE,E190,ELECTRONICS AND COMMUNICATION ENGINEERING,2AK,462
2024,Round 2024,ACHARYA N R V SCHOOL OF ARCHITECTURE,E190,ELECTRONICS AND COMMUNICATION ENGINEERING,2BK,417
2018,3rd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,2AR,71524
2018,3rd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,3AG,54489
2018,3rd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,3BG,62516
2018,3rd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,GM,53323
2018,3rd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,1R,57823
2018,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,GMR,89810
2018,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,2BK,49287
2017,3rd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,2AK,41338
2017,3rd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,SCR,45878
2017,2nd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,3BRH,52159
2017,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,2BG,28539
2017,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,3AK,22622
2017,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,3BK,25809
2017,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,GMK,31530
2016,3rd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,3BR,38795
2016,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,SCG,35311
2016,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AE,2BR,31542
2021,2nd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AERONAUTICAL ENGINEERING,1K,143925
2021,2nd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AERONAUTICAL ENGINEERING,2AK,117336
2021,Round 2021,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AERONAUTICAL ENGINEERING,3BG,75953
2021,Round 2021,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AERONAUTICAL ENGINEERING,GM,74019
2021,Round 2021,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AERONAUTICAL ENGINEERING,GMR,79333
2021,Round 2021,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AERONAUTICAL ENGINEERING,2BG,93129
2021,Round 2021,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AERONAUTICAL ENGINEERING,3AG,83078
2021,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AERONAUTICAL ENGINEERING,2BK,97694
2021,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AERONAUTICAL ENGINEERING,3AK,83078
2021,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AERONAUTICAL ENGINEERING,3BK,75953
2021,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AERONAUTICAL ENGINEERING,GMK,74019
2021,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,AERONAUTICAL ENGINEERING,SCG,89924
2018,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,CIVIL ENGINEERING,GMR,77692
2016,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,CIVIL ENGINEERING,2AR,113317
2016,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,CIVIL ENGINEERING,2BK,96654
2016,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,CIVIL ENGINEERING,3AG,96791
2016,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,CIVIL ENGINEERING,3AR,108673
2016,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,CIVIL ENGINEERING,1R,109024
2023,Round 2023,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,COMPUTER SCIENCE AND ENGINEERING,GM,50822
2023,Round 2023,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,COMPUTER SCIENCE AND ENGINEERING,2AK,59756
2023,Round 2023,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,COMPUTER SCIENCE AND ENGINEERING,2BG,73968
2023,Round 2023,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,COMPUTER SCIENCE AND ENGINEERING,3AK,92161
2023,Round 2023,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,COMPUTER SCIENCE AND ENGINEERING,3BG,59551
2023,Round 2023,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,COMPUTER SCIENCE AND ENGINEERING,GMK,85754
2023,Round 2023,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,COMPUTER SCIENCE AND ENGINEERING,SCG,94904
2023,Round 2023,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,COMPUTER SCIENCE AND ENGINEERING,1K,100146
2023,3rd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,COMPUTER SCIENCE AND ENGINEERING,3BK,95458
2023,3rd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,COMPUTER SCIENCE AND ENGINEERING,GMR,94113
2021,2nd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,COMPUTER SCIENCE AND ENGINEERING,3AR,64156
2021,2nd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,COMPUTER SCIENCE AND ENGINEERING,3BR,56451
2021,3rd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,COMPUTER SCIENCE AND ENGINEERING,2AR,117336
2021,3rd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,COMPUTER SCIENCE AND ENGINEERING,1R,108598
2016,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,COMPUTER SCIENCE AND ENGINEERING,2BR,73572
2021,Round 2021,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,ELECTRONICS AND COMMUNICATION ENGINEERING,3BK,90819
2016,3rd,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,ELECTRONICS AND COMMUNICATION ENGINEERING,GMR,34019
2016,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,ELECTRONICS AND COMMUNICATION ENGINEERING,1R,118839
2016,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,ELECTRONICS AND COMMUNICATION ENGINEERING,2AR,115113
2016,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,ELECTRONICS AND COMMUNICATION ENGINEERING,3AR,101459
2017,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,MECHANICAL ENGINEERING,GMR,96254
2016,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,MECHANICAL ENGINEERING,1R,116373
2016,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,MECHANICAL ENGINEERING,2AR,121211
2016,1st,ACHUTHA INSTITUTE OF TECHNOLOGY,E208,MECHANICAL ENGINEERING,3AG,108124
2016,1st,ACS COLLEGE OF ENGINEERING,E186,AE,3AK,28664
2016,1st,ACS COLLEGE OF ENGINEERING,E186,AE,3BK,20832
2016,1st,ACS COLLEGE OF ENGINEERING,E186,AE,GM,21637
2016,1st,ACS COLLEGE OF ENGINEERING,E186,AE,1R,22854
2016,1st,ACS COLLEGE OF ENGINEERING,E186,AE,2AR,24789
2016,1st,ACS COLLEGE OF ENGINEERING,E186,AE,2BR,27093
2016,3rd,ACS COLLEGE OF ENGINEERING,E186,AE,3AG,28664
2016,3rd,ACS COLLEGE OF ENGINEERING,E186,AE,3BG,24550
2016,3rd,ACS COLLEGE OF ENGINEERING,E186,AE,3BR,28418
2015,3rd,ACS COLLEGE OF ENGINEERING,E186,AE,SCG,43792
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,2BK,92261
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,3BG,70185
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,1K,79585
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,2AK,75860
2024,1st,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,3AK,89374
2024,1st,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,3AR,75383
2024,1st,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,3BR,69110
2023,1st,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,3BK,78518
2022,1st,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,2BG,92521
2022,1st,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,2BR,97355
2021,2nd,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,3AG,75622
2021,Round 2021,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,GM,73189
2021,Round 2021,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,GMK,82956
2021,Round 2021,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,2AR,82738
2018,1st,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,STG,72490
2018,3rd,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,GMR,32822
2018,3rd,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,SCK,89243
2018,3rd,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,2AG,37443
2017,1st,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,STK,42125
2017,2nd,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,3ARH,52519
2017,2nd,ACS COLLEGE OF ENGINEERING,E186,AERONAUTICAL ENGINEERING,GMRH,21062
2016,1st,ACS COLLEGE OF ENGINEERING,E186,BM,GMK,56810
2016,1st,ACS COLLEGE OF ENGINEERING,E186,BM,GMR,42431
2016,1st,ACS COLLEGE OF ENGINEERING,E186,BM,SCG,56544
2016,1st,ACS COLLEGE OF ENGINEERING,E186,BM,1R,58357
2016,1st,ACS COLLEGE OF ENGINEERING,E186,BM,2AR,50754
2016,1st,ACS COLLEGE OF ENGINEERING,E186,BM,2BR,48057
2016,1st,ACS COLLEGE OF ENGINEERING,E186,BM,3AR,49546
2016,1st,ACS COLLEGE OF ENGINEERING,E186,BM,3BR,44880
2016,1st,ACS COLLEGE OF ENGINEERING,E186,BM,SCK,50009
2016,3rd,ACS COLLEGE OF ENGINEERING,E186,BM,3AK,79241
2016,3rd,ACS COLLEGE OF ENGINEERING,E186,BM,3BK,89676
2016,3rd,ACS COLLEGE OF ENGINEERING,E186,BM,GM,95915
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,1K,72473
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,2AK,62836
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,3AR,64567
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,3BR,59364
2024,2nd,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,3AK,73905
2024,2nd,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,3BK,69333
2023,1st,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,2BG,94165
2023,Round 2023,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,3AG,56368
2023,Round 2023,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,3BG,53614
2023,Round 2023,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,GM,49849
2023,Round 2023,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,GMR,78663
2023,3rd,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,SCK,150943
2023,3rd,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,2BK,192632
2023,3rd,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,GMK,133150
2021,1st,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,2BR,43740
2021,2nd,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,SCG,79333
2021,1st,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,2AR,70583
2017,2nd,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,GMRH,60931
2017,1st,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,2AG,124114
2016,1st,ACS COLLEGE OF ENGINEERING,E186,CIVIL ENGINEERING,1R,72515
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,3BK,67147
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,3BR,65869
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,GMK,73242
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,2BK,67703
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,2BR,83451
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,3AG,65635
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,3AK,55040
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,3AR,85091
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,3BG,65957
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,1K,78934
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,2AG,91813
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,2AK,89524
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,2AR,55463
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,2BG,90385
2024,2nd,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,GMR,118010
2023,Round 2023,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,SCG,71711
2023,Round 2023,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,GM,94753
2023,3rd,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,SCR,161250
2023,2nd,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,SCK,161250
2023,1st,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,STG,191238
2017,2nd,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,GMRH,83630
2016,1st,ACS COLLEGE OF ENGINEERING,E186,COMPUTER SCIENCE AND ENGINEERING,1R,50482
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,DATA SCIENCE,3AR,75255
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,DATA SCIENCE,3BK,82011
2024,Round 2024,ACS COLLEGE OF ENGINEERING,E186,DATA SCIENCE,2AG,80217
